LineId,Time,Program,Content,EventTemplate,EventId,ParameterList
801,10.30 20:48:26,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
802,10.30 20:48:26,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 725 bytes sent, 310 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '725', ' ', '310', ' ', '<1 sec']"
803,10.30 20:48:27,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:01']"
804,10.30 20:48:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
805,10.30 20:48:28,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
806,10.30 20:48:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
807,10.30 20:48:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:03']"
808,10.30 20:48:29,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
809,10.30 20:48:29,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 942 bytes sent, 398 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '942', ' ', '398', ' ', '<1 sec']"
810,10.30 20:48:33,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
811,10.30 20:48:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2844 bytes (2.77 KB) sent, 279 bytes received, lifetime 00:04","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '2844', ' (2.77 KB) ', '279', ' ', '00:04']"
812,10.30 20:48:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2844 bytes (2.77 KB) sent, 279 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '2844', ' (2.77 KB) ', '279', ' ', '<1 sec']"
813,10.30 20:48:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
814,10.30 20:48:43,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1010 bytes sent, 21976 bytes (21.4 KB) received, lifetime 00:02","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1010', ' ', '21976', ' (21.4 KB) ', '00:02']"
815,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1455 bytes (1.42 KB) sent, 1794 bytes (1.75 KB) received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1455', ' (1.42 KB) ', '1794', ' (1.75 KB) ', '00:01']"
816,10.30 20:48:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
817,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2535 bytes (2.47 KB) sent, 750 bytes received, lifetime 00:15","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '2535', ' (2.47 KB) ', '750', ' ', '00:15']"
818,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4528 bytes (4.42 KB) sent, 648 bytes received, lifetime 01:03","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '4528', ' (4.42 KB) ', '648', ' ', '01:03']"
819,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:15","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:15']"
820,10.30 20:48:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '<1 sec']"
821,10.30 20:48:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
822,10.30 20:48:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:02","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:02']"
823,10.30 20:48:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
824,10.30 20:48:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
825,10.30 20:48:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
826,10.30 20:48:47,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:01']"
827,10.30 20:49:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
828,10.30 20:49:01,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 697 bytes sent, 889 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '697', ' ', '889', ' ', '<1 sec']"
829,10.30 20:49:02,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
830,10.30 20:49:03,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2230 bytes (2.17 KB) sent, 659 bytes received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '2230', ' (2.17 KB) ', '659', ' ', '00:01']"
831,10.30 20:49:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
832,10.30 20:49:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
833,10.30 20:49:03,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4496 bytes (4.39 KB) sent, 648 bytes received, lifetime 00:18","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '4496', ' (4.39 KB) ', '648', ' ', '00:18']"
834,10.30 20:49:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:01']"
835,10.30 20:49:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:01']"
836,10.30 20:49:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:18","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:18']"
837,10.30 20:49:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:20","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:20']"
838,10.30 20:49:13,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
839,10.30 20:49:14,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:11","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:11']"
840,10.30 20:49:15,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
841,10.30 20:49:21,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
842,10.30 20:49:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:19","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:19']"
843,10.30 20:49:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:19","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:19']"
844,10.30 20:49:35,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
845,10.30 20:49:49,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
846,10.30 20:49:59,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 952 bytes sent, 782 bytes received, lifetime 00:10","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '952', ' ', '782', ' ', '00:10']"
847,10.30 20:51:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1576 bytes (1.53 KB) sent, 702 bytes received, lifetime 02:19","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1576', ' (1.53 KB) ', '702', ' ', '02:19']"
848,10.30 20:51:34,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1578 bytes (1.54 KB) sent, 702 bytes received, lifetime 02:19","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1578', ' (1.54 KB) ', '702', ' ', '02:19']"
849,10.30 20:51:35,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4498 bytes (4.39 KB) sent, 654 bytes received, lifetime 02:17","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '4498', ' (4.39 KB) ', '654', ' ', '02:17']"
850,10.30 20:51:48,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 6409 bytes (6.25 KB) sent, 2466 bytes (2.40 KB) received, lifetime 02:44","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '6409', ' (6.25 KB) ', '2466', ' (2.40 KB) ', '02:44']"
851,10.30 20:51:49,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 4763 bytes (4.65 KB) sent, 1421 bytes (1.38 KB) received, lifetime 02:15","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '4763', ' (4.65 KB) ', '1421', ' (1.38 KB) ', '02:15']"
852,10.30 20:52:14,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
853,10.30 20:53:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
854,10.30 20:53:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
855,10.30 20:53:18,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
856,10.30 20:54:01,WeChat.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
857,10.30 20:55:49,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.,<*>:<*> error : A connection request was canceled before the completion.,E4,"['oimagea5.ydstatic.com', '80']"
858,10.30 20:57:23,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2798 bytes (2.73 KB) sent, 15599 bytes (15.2 KB) received, lifetime 04:05","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '2798', ' (2.73 KB) ', '15599', ' (15.2 KB) ', '04:05']"
859,10.30 20:57:25,WeChat.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
860,10.30 20:57:43,WeChat.exe,"proxy.cse.cuhk.edu.hk:5070 close, 435 bytes sent, 356 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '435', ' ', '356', ' ', '<1 sec']"
861,10.30 20:57:44,WeChat.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
862,10.30 20:59:47,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.,<*>:<*> error : A connection request was canceled before the completion.,E4,"['oimagea5.ydstatic.com', '80']"
863,10.30 20:59:47,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.,<*>:<*> error : A connection request was canceled before the completion.,E4,"['oimagea5.ydstatic.com', '80']"
864,10.30 21:03:16,WeChat.exe,"proxy.cse.cuhk.edu.hk:5070 close, 259 bytes sent, 5197 bytes (5.07 KB) received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '259', ' ', '5197', ' (5.07 KB) ', '<1 sec']"
865,10.30 21:03:34,YodaoDict.exe,oimagea5.ydstatic.com:80 error : A connection request was canceled before the completion.,<*>:<*> error : A connection request was canceled before the completion.,E4,"['oimagea5.ydstatic.com', '80']"
866,10.30 21:03:57,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3090 bytes (3.01 KB) sent, 1093 bytes (1.06 KB) received, lifetime 04:00","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '3090', ' (3.01 KB) ', '1093', ' (1.06 KB) ', '04:00']"
867,10.30 21:05:25,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
868,10.30 21:05:31,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
869,10.30 21:05:32,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:01']"
870,10.30 21:05:33,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1408 bytes (1.37 KB) sent, 0 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1408', ' (1.37 KB) ', '0', ' ', '<1 sec']"
871,10.30 21:05:35,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:04","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:04']"
872,10.30 21:05:35,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
873,10.30 21:05:38,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
874,10.30 21:05:39,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
875,10.30 21:05:39,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1065 bytes (1.04 KB) sent, 11966 bytes (11.6 KB) received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1065', ' (1.04 KB) ', '11966', ' (11.6 KB) ', '<1 sec']"
876,10.30 21:05:39,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1905 bytes (1.86 KB) sent, 11087 bytes (10.8 KB) received, lifetime 00:08","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1905', ' (1.86 KB) ', '11087', ' (10.8 KB) ', '00:08']"
877,10.30 21:05:39,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
878,10.30 21:05:39,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1080 bytes (1.05 KB) sent, 4111 bytes (4.01 KB) received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1080', ' (1.05 KB) ', '4111', ' (4.01 KB) ', '<1 sec']"
879,10.30 21:05:40,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
880,10.30 21:05:40,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
881,10.30 21:05:40,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1036 bytes (1.01 KB) sent, 4343 bytes (4.24 KB) received, lifetime 00:02","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1036', ' (1.01 KB) ', '4343', ' (4.24 KB) ', '00:02']"
882,10.30 21:05:40,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1054 bytes (1.02 KB) sent, 366 bytes received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1054', ' (1.02 KB) ', '366', ' ', '<1 sec']"
883,10.30 21:05:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
884,10.30 21:05:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
885,10.30 21:05:41,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1077 bytes (1.05 KB) sent, 2610 bytes (2.54 KB) received, lifetime <1 sec","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1077', ' (1.05 KB) ', '2610', ' (2.54 KB) ', '<1 sec']"
886,10.30 21:05:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
887,10.30 21:05:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:04","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '0', ' ', '0', ' ', '00:04']"
888,10.30 21:05:45,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,<*>:<*> open through proxy <*>:<*> HTTPS,E1,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
889,10.30 21:05:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1081 bytes (1.05 KB) sent, 401 bytes received, lifetime 00:01","<*> close, <*> bytes<*>sent, <*> bytes<*>received, lifetime <*>",E2,"['proxy.cse.cuhk.edu.hk:5070', '1081', ' (1.05 KB) ', '401', ' ', '00:01']"
